,0
561,2018-09-2
562,2018-09-2
563,2018-09-2
564,2018-09-2
565,2018-09-2
566,2018-09-2
567,2018-09-2
568,2018-09-2
569,2018-09-5
570,2018-09-7
571,2018-09-7
572,2018-09-7
573,2018-09-7
574,2018-09-7
575,2018-09-7
576,2018-09-7
577,2018-09-7
578,2018-09-7
579,2018-09-7
580,2018-09-7
581,2018-09-9
582,2018-09-12
583,2018-09-13
584,2018-09-13
585,2018-09-14
586,2018-09-14
587,2018-09-14
588,2018-09-14
589,2018-09-14
590,2018-09-14
591,2018-09-14
592,2018-09-14
593,2018-09-14
594,2018-09-14
595,2018-09-14
596,2018-09-14
597,2018-09-14
598,2018-09-14
599,2018-09-14
600,2018-09-14
601,2018-09-14
602,2018-09-14
603,2018-09-14
604,2018-09-14
605,2018-09-14
606,2018-09-15
607,2018-09-15
608,2018-09-16
609,2018-09-19
610,2018-09-19
611,2018-09-19
612,2018-09-20
613,2018-09-21
614,2018-09-21
615,2018-09-21
616,2018-09-21
617,2018-09-21
618,2018-09-21
619,2018-09-21
620,2018-09-21
621,2018-09-21
622,2018-09-21
623,2018-09-21
624,2018-09-21
625,2018-09-21
626,2018-09-21
627,2018-09-21
628,2018-09-21
629,2018-09-21
630,2018-09-23
631,2018-09-25
632,2018-09-27
633,2018-09-27
634,2018-09-28
635,2018-09-28
636,2018-09-28
637,2018-09-28
638,2018-09-28
639,2018-09-28
640,2018-09-28
641,2018-09-28
642,2018-09-28
643,2018-09-28
644,2018-09-28
645,2018-09-28
646,2018-09-28
647,2018-09-28
648,2018-09-28
649,2018-09-28
650,2018-09-28
651,2018-09-28
652,2018-09-29
653,2018-09-30
654,2018-10-2
655,2018-10-3
656,2018-10-3
657,2018-10-5
658,2018-10-5
659,2018-10-5
660,2018-10-5
661,2018-10-5
662,2018-10-5
663,2018-10-5
664,2018-10-5
665,2018-10-5
666,2018-10-5
667,2018-10-6
668,2018-10-7
669,2018-10-10
670,2018-10-10
671,2018-10-10
672,2018-10-11
673,2018-10-12
674,2018-10-12
675,2018-10-12
676,2018-10-12
677,2018-10-12
678,2018-10-12
679,2018-10-12
680,2018-10-12
681,2018-10-12
682,2018-10-12
683,2018-10-12
684,2018-10-12
685,2018-10-12
686,2018-10-12
687,2018-10-13
688,2018-10-14
689,2018-10-17
690,2018-10-18
691,2018-10-18
692,2018-10-19
693,2018-10-19
694,2018-10-19
695,2018-10-19
696,2018-10-19
697,2018-10-19
698,2018-10-19
699,2018-10-19
700,2018-10-19
701,2018-10-19
702,2018-10-19
703,2018-10-19
704,2018-10-19
705,2018-10-19
706,2018-10-19
707,2018-10-19
708,2018-10-20
709,2018-10-22
710,2018-10-24
711,2018-10-24
712,2018-10-25
713,2018-10-26
714,2018-10-26
715,2018-10-26
716,2018-10-26
717,2018-10-26
718,2018-10-26
719,2018-10-26
720,2018-10-26
721,2018-10-26
722,2018-10-26
723,2018-10-26
724,2018-10-26
725,2018-10-26
726,2018-10-26
727,2018-10-26
728,2018-10-26
729,2018-10-26
730,2018-10-26
731,2018-10-26
732,2018-10-27
733,2018-10-28
734,2018-10-30
735,2018-10-31
736,2018-11-1
737,2018-11-2
738,2018-11-2
739,2018-11-2
740,2018-11-2
741,2018-11-2
742,2018-11-2
743,2018-11-2
744,2018-11-2
745,2018-11-2
746,2018-11-2
747,2018-11-2
748,2018-11-2
749,2018-11-3
750,2018-11-4
751,2018-11-6
752,2018-11-7
753,2018-11-8
754,2018-11-8
755,2018-11-9
756,2018-11-9
757,2018-11-9
758,2018-11-9
759,2018-11-9
760,2018-11-9
761,2018-11-9
762,2018-11-9
763,2018-11-9
764,2018-11-9
765,2018-11-9
766,2018-11-9
767,2018-11-9
768,2018-11-9
769,2018-11-10
770,2018-11-11
771,2018-11-11
772,2018-11-12
773,2018-11-13
774,2018-11-13
775,2018-11-14
776,2018-11-15
777,2018-11-15
778,2018-11-16
779,2018-11-16
780,2018-11-16
781,2018-11-16
782,2018-11-16
783,2018-11-16
784,2018-11-16
785,2018-11-16
786,2018-11-16
787,2018-11-16
788,2018-11-18
789,2018-11-21
790,2018-11-21
791,2018-11-21
792,2018-11-21
793,2018-11-23
794,2018-11-23
795,2018-11-23
796,2018-11-23
797,2018-11-23
798,2018-11-24
799,2018-11-25
800,2018-11-28
801,2018-11-29
802,2018-11-29
803,2018-11-29
804,2018-11-30
805,2018-11-30
806,2018-11-30
807,2018-11-30
808,2018-11-30
809,2018-11-30
810,2018-11-30
811,2018-11-30
812,2018-11-30
813,2018-11-30
814,2018-11-30
815,2018-11-30
816,2018-11-30
817,2018-11-30
818,2018-12-1
819,2018-12-1
820,2018-12-2
821,2018-12-2
822,2018-12-4
823,2018-12-5
824,2018-12-6
825,2018-12-7
826,2018-12-7
827,2018-12-7
828,2018-12-7
829,2018-12-7
830,2018-12-7
831,2018-12-7
832,2018-12-7
833,2018-12-7
834,2018-12-7
835,2018-12-7
836,2018-12-7
837,2018-12-7
838,2018-12-7
839,2018-12-7
840,2018-12-7
841,2018-12-8
842,2018-12-9
843,2018-12-10
844,2018-12-11
845,2018-12-12
846,2018-12-13
847,2018-12-14
848,2018-12-14
849,2018-12-14
850,2018-12-14
851,2018-12-14
852,2018-12-14
853,2018-12-14
854,2018-12-14
855,2018-12-14
856,2018-12-14
857,2018-12-15
858,2018-12-15
859,2018-12-17
860,2018-12-19
861,2018-12-21
862,2018-12-21
863,2018-12-21
864,2018-12-21
865,2018-12-21
866,2018-12-21
867,2018-12-21
868,2018-12-21
869,2018-12-21
870,2018-12-23
871,2018-12-25
872,2018-12-25
873,2018-12-25
874,2018-12-25
875,2018-12-27
876,2018-12-28
877,2018-12-28
