,0
600,5210
601,109608
602,13337
603,849710
604,171177
605,3829
606,3643903
607,11947
608,67363237
609,85080171
610,551876
611,2294915
612,7427
613,42402632
614,3429
615,159555901
616,8208
617,115715889
618,201091711
619,268644
620,30824628
621,1034
622,3313513
623,36506
624,34366783
625,120486
626,789170
627,2607916
628,812794
629,14914
630,12350
631,545597
632,16172
633,203775
634,10389
635,101417
636,14837422
637,4152000
638,307686
639,304482
640,187946
641,26167
642,21456
643,20726
644,20471
645,3703184
646,1875283
647,18829
648,4450456
649,38510
650,901131
651,727119
652,16468499
653,4145
654,1469
655,151983
656,695130
657,187320
658,190241310
659,103804407
660,6235
661,1447
662,15951040
663,14915773
664,1319
665,174686
666,1661096
667,54916
668,1882931
669,171958438
670,105678
671,335061807
672,127195589
673,10763520
674,1035388
675,32266
676,39282227
677,222001
678,323928
679,47836282
680,24622687
681,1533324
682,30573626
683,112386
684,5470235
685,5102129
